"ID"	"Lemmus.lemmus"	"Erinaceus.europaeus"	"Myotis.brandtii"	"Myotis.daubentonii"	"Myotis.nattereri"	"Plecotus.auritus"	"Lutra.lutra"	"Pipistrellus.pygmaeus"	"Nyctalus.noctula"	"Barbastella.barbastellus"	"Myotis.mystacinus"	"Vespertilio.murinus"	"Eptesicus.nilssonii"	"Pipistrellus.nathusii"	"Alces.alces"	"Capreolus.capreolus"	"Rangifer.tarandus"	"Sorex.caecutiens"	"Myodes.rufocanus"	"Rattus.norvegicus"	"Lepus.timidus"	"Gulo.gulo"	"Martes.martes"	"Meles.meles"	"Mustela.erminea"	"Mustela.putorius"	"Vulpes.vulpes"	"Vulpes.lagopus"	"Apodemus.flavicollis"	"Apodemus.sylvaticus"	"Arvicola.amphibius"	"Castor.fiber"	"Myodes.glareolus"	"Myodes.rutilus"	"Microtus.agrestis"	"Microtus.oeconomus"	"Mus.musculus"	"Myopus.schisticolor"	"Sciurus.vulgaris"	"Sicista.betulina"	"Neomys.fodiens"	"Sorex.araneus"	"Sorex.isodon"	"Sorex.minutissimus"	"Sorex.minutus"	"Canis.lupus"	"Ursus.arctos"	"Lynx.lynx"	"Cervus.elaphus"	"Mustela.nivalis"	"Acrocephalus.palustris"	"Acrocephalus.scirpaceus"	"Anthus.petrosus"	"Bombycilla.garrulus"	"Corvus.corax"	"Corvus.frugilegus"	"Emberiza.citrinella"	"Emberiza.rustica"	"Emberiza.schoeniclus"	"Fringilla.coelebs"	"Fringilla.montifringilla"	"Hirundo.rustica"	"Locustella.naevia"	"Loxia.pytyopsittacus"	"Luscinia.luscinia"	"Motacilla.alba"	"Muscicapa.striata"	"Parus.major"	"Phoenicurus.ochruros"	"Phylloscopus.trochilus"	"Pinicola.enucleator"	"Plectrophenax.nivalis"	"Prunella.modularis"	"Pyrrhula.pyrrhula"	"Regulus.regulus"	"Saxicola.torquatus"	"Sylvia.borin"	"Sylvia.communis"	"Sylvia.nisoria"	"Turdus.iliacus"	"Turdus.philomelos"	"Turdus.pilaris"	"Turdus.torquatus"	"Turdus.viscivorus"	"Accipiter.gentilis"	"Accipiter.nisus"	"Actitis.hypoleucos"	"Aegolius.funereus"	"Alcedo.atthis"	"Anas.acuta"	"Anas.crecca"	"Anas.platyrhynchos"	"Anser.albifrons"	"Anser.anser"	"Anser.erythropus"	"Anser.fabalis"	"Apus.apus"	"Aquila.chrysaetos"	"Ardea.cinerea"	"Arenaria.interpres"	"Asio.flammeus"	"Asio.otus"	"Aythya.ferina"	"Aythya.fuligula"	"Aythya.marila"	"Bonasa.bonasia"	"Branta.canadensis"	"Branta.leucopsis"	"Bubo.bubo"	"Bubo.scandiaca"	"Bucephala.clangula"	"Buteo.buteo"	"Buteo.lagopus"	"Calidris.alpina"	"Calidris.canutus"	"Limicola.falcinellus"	"Calidris.maritima"	"Calidris.minuta"	"Calidris.minutilla"	"Philomachus.pugnax"	"Calidris.temminckii"	"Caprimulgus.europaeus"	"Charadrius.dubius"	"Charadrius.hiaticula"	"Circus.cyaneus"	"Clangula.hyemalis"	"Columba.livia"	"Columba.oenas"	"Columba.palumbus"	"Coturnix.coturnix"	"Crex.crex"	"Cuculus.canorus"	"Cygnus.columbianus"	"Cygnus.cygnus"	"Cygnus.olor"	"Dendrocopos.leucotos"	"Dendrocopos.major"	"Dendrocopos.minor"	"Dryocopus.martius"	"Eudromias.morinellus"	"Falco.columbarius"	"Falco.peregrinus"	"Falco.subbuteo"	"Falco.tinnunculus"	"Fulica.atra"	"Gallinago.gallinago"	"Gallinago.media"	"Gallinula.chloropus"	"Gavia.adamsii"	"Gavia.arctica"	"Gavia.immer"	"Gavia.stellata"	"Glaucidium.passerinum"	"Grus.grus"	"Haematopus.ostralegus"	"Haliaeetus.albicilla"	"Larus.minutus"	"Jynx.torquilla"	"Lagopus.lagopus"	"Lagopus.muta"	"Acrocephalus.schoenobaenus"	"Carduelis.flammea"	"Cinclus.cinclus"	"Corvus.corone"	"Ficedula.hypoleuca"	"Anthus.cervinus"	"Anthus.pratensis"	"Anthus.trivialis"	"Calcarius.lapponicus"	"Carduelis.cannabina"	"Carduelis.chloris"	"Carduelis.flavirostris"	"Carduelis.spinus"	"Carpodacus.erythrinus"	"Certhia.familiaris"	"Coccothraustes.coccothraustes"	"Corvus.monedula"	"Emberiza.hortulana"	"Emberiza.pusilla"	"Eremophila.alpestris"	"Erithacus.rubecula"	"Falco.rusticolus"	"Hippolais.icterina"	"Lanius.collurio"	"Larus.fuscus"	"Larus.ridibundus"	"Limosa.lapponica"	"Limosa.limosa"	"Loxia.curvirostra"	"Lullula.arborea"	"Oenanthe.oenanthe"	"Parus.ater"	"Parus.cinctus"	"Parus.cristatus"	"Parus.montanus"	"Parus.palustris"	"Lymnocryptes.minimus"	"Tetrao.tetrix"	"Anas.penelope"	"Anas.strepera"	"Melanitta.fusca"	"Melanitta.nigra"	"Mergellus.albellus"	"Mergus.merganser"	"Mergus.serrator"	"Numenius.arquata"	"Numenius.phaeopus"	"Pandion.haliaetus"	"Perdix.perdix"	"Pernis.apivorus"	"Phalacrocorax.carbo"	"Phalaropus.lobatus"	"Phasianus.colchicus"	"Picoides.tridactylus"	"Picus.canus"	"Picus.viridis"	"Pluvialis.apricaria"	"Pluvialis.squatarola"	"Podiceps.auritus"	"Podiceps.cristatus"	"Polysticta.stelleri"	"Porzana.porzana"	"Rallus.aquaticus"	"Recurvirostra.avosetta"	"Scolopax.rusticola"	"Somateria.mollissima"	"Somateria.spectabilis"	"Anas.clypeata"	"Anas.querquedula"	"Stercorarius.longicaudus"	"Stercorarius.parasiticus"	"Sterna.hirundo"	"Sterna.paradisaea"	"Streptopelia.decaocto"	"Strix.aluco"	"Strix.uralensis"	"Surnia.ulula"	"Tachybaptus.ruficollis"	"Tadorna.tadorna"	"Tetrao.urogallus"	"Tringa.erythropus"	"Tringa.glareola"	"Tringa.nebularia"	"Tringa.ochropus"	"Tringa.totanus"	"Vanellus.vanellus"	"Podiceps.grisegena"	"Aegithalos.caudatus"	"Alauda.arvensis"	"Carduelis.carduelis"	"Delichon.urbicum"	"Garrulus.glandarius"	"Lanius.excubitor"	"Motacilla.cinerea"	"Motacilla.flava"	"Nucifraga.caryocatactes"	"Panurus.biarmicus"	"Parus.caeruleus"	"Passer.domesticus"	"Passer.montanus"	"Perisoreus.infaustus"	"Phoenicurus.phoenicurus"	"Phylloscopus.borealis"	"Phylloscopus.collybita"	"Phylloscopus.sibilatrix"	"Pica.pica"	"Riparia.riparia"	"Saxicola.rubetra"	"Sitta.europaea"	"Sturnus.vulgaris"	"Sylvia.atricapilla"	"Sylvia.curruca"	"Troglodytes.troglodytes"	"Turdus.merula"	"Luscinia.svecica"	"Bufo.bufo"	"Lissotriton.vulgaris"	"Pelophylax.lessonae"	"Rana.arvalis"	"Rana.temporaria"	"Triturus.cristatus"	"Anguis.fragilis"	"Coronella.austriaca"	"Natrix.natrix"	"Vipera.berus"	"Zootoca.vivipara"
3590	1	1	NA	1	NA	1	1	NA	NA	NA	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	NA	NA	1	NA	1	1	1	1	NA	NA	NA	1	1	NA	1	NA	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	1	NA	1	NA	NA	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	1	NA	NA	1	NA	1	NA	NA	1	1	1	1	1	1	NA	1	NA	1	1	NA	NA	1	NA	NA	1	1	NA	NA	NA	1	1	1	NA	1	1	1	1	NA	1	1	NA	NA	1	1	1	1	1	NA	NA	NA	NA	1	1	1	1	1	NA	1	NA	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	NA	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	NA	NA	NA	NA	1	1
3591	1	1	NA	1	NA	1	1	NA	1	NA	1	1	1	NA	1	1	1	NA	NA	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	NA	1	NA	1	1	1	1	NA	NA	NA	1	1	NA	1	NA	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	1	NA	1	NA	NA	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	1	NA	NA	1	NA	1	1	NA	1	1	1	1	1	1	NA	1	NA	1	1	NA	NA	1	NA	NA	1	1	NA	NA	NA	1	1	1	NA	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	NA	NA	NA	NA	1	1	1	1	1	NA	1	NA	1	1	NA	1	1	NA	1	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	1	1	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	NA	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	NA	NA	1	NA	NA	NA	NA	1	1
3592	1	1	1	1	NA	1	1	NA	1	NA	1	1	1	NA	1	1	1	NA	NA	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	NA	1	NA	1	1	1	1	NA	NA	NA	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	1	NA	1	NA	NA	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	1	1	NA	NA	1	NA	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	NA	NA	1	NA	NA	1	1	NA	NA	NA	1	1	NA	NA	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	NA	1	NA	NA	1	1	1	NA	1	NA	1	NA	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	1	1	1	1	1	NA	NA	1	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1
3593	1	1	1	1	NA	1	1	NA	1	NA	1	1	1	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	NA	NA	NA	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	1	NA	1	NA	NA	1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	1	1	NA	NA	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	NA	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	1	1	NA	NA	1	NA	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	NA	1	NA	NA	1	1	NA	1	NA	1	NA	NA	1	1	1	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1
3594	1	1	1	1	NA	1	1	NA	1	NA	1	NA	1	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	NA	NA	1	1	1	NA	NA	NA	1	1	1	1	NA	1	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	1	NA	1	NA	1	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	NA	1	NA	NA	1	1	1	NA	NA	1	1	NA	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	NA	1	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	1	1	1	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	NA	1	1	1
3595	1	1	1	1	NA	1	1	NA	1	NA	1	NA	1	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	NA	NA	1	1	1	NA	NA	NA	1	1	1	1	NA	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	1	NA	NA	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	NA	NA	1	NA	NA	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	NA	1	1	1	1	1	NA	1	1	1	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	1	1	1	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	NA	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	NA	1	1	1
3596	1	1	1	1	NA	1	1	NA	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	1	1	NA	NA	NA	NA	1	1	1	NA	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	1	NA	1	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	NA	1	NA	NA	1	1	1	1	1	1	1	NA	1	NA	1	1	1	1	NA	NA	1	NA	NA	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	NA	1	1	1	1	1	NA	1	1	1	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	1	1	1	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	1	1	NA	1	1	1
3597	1	1	1	1	NA	1	1	NA	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	NA	NA	NA	NA	1	1	1	NA	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	NA	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	1	1	1	1	1	NA	NA	1	NA	1	NA	1	NA	NA	1	1	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	NA	1	NA	NA	NA	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	NA	1	NA	NA	NA	1	NA	1	1	NA	1	NA	1	1	1	1	1	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	1	1	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	1	1	1	1	1	NA	1	1	NA	1	1	1	NA	1	NA	NA	1	1	NA	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	NA	1	1	NA	1	1	NA	1	NA	1	1	1
3598	1	1	1	1	NA	1	1	NA	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	1	1	1	1	NA	1	1	1	1	1	NA	1	1	NA	NA	1	1	1	1	1	1	NA	NA	NA	NA	1	NA	1	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	NA	1	1	1	1	1	NA	NA	1	1	NA	NA	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1	1	1	NA	NA	1	NA	NA	1	NA	1	1	1	NA	NA	1	1	1	1	1	1	NA	NA	1	NA	1	1	1	NA	1	NA	1	NA	NA	NA	1	1	1	1	NA	1	1	NA	NA	1	NA	1	NA	1	NA	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	1	1	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	1	1	1	1	1	NA	1	1	NA	1	1	1	NA	1	NA	NA	1	1	NA	1	1	NA	1	1	1	1	1	1	1	1	NA	1	1	NA	1	1	NA	1	1	1	1	NA	NA	NA	1
3599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
